record_id,platform,content_type,comment_id,thread_id,video_id,video_title,channel_title,video_url,video_published_at,theme,raw_text,author_hash,comment_published_at,comment_updated_at,like_count,reply_count,can_reply,is_public,viewer_rating,moderation_status,collected_at,collection_status,rejection_reason,clean_text,normalized_text_key,word_count,character_count,emoji_count,emoji_only,contains_alphanumeric,url_count,mention_count,hashtag_count,language_tag,detected_language,malay_indicator_count,english_indicator_count,spam_reasons,spam_flag,normalized_duplicate,cleaning_status,predicted_label,negative_probability,neutral_probability,positive_probability,prediction_confidence,probability_margin,confidence_category,review_priority,review_reason,manual_label,manual_review_status,manual_review_notes,final_label,model_name,annotation_stage,manual_label_options,selected_for_balanced_review,review_sequence,reviewed_at,review_decision_source,replacement_status,replacement_notes,supplement_reason,supplement_target_label
YT_Ugyi8-pO64-YA8FlInF4AaABAg,YouTube,top_level_comment,Ugyi8-pO64-YA8FlInF4AaABAg,Ugyi8-pO64-YA8FlInF4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,600 cukup ke setahun dah la barang kene pilih terbaik,21d1fbf5241442ec184e,2026-05-29T03:20:12Z,2026-05-29T03:20:12Z,0,0,True,True,none,,2026-06-17T15:11:41.175538+00:00,raw,,600 cukup ke setahun dah la barang kene pilih terbaik,600 cukup ke setahun dah la barang kene pilih terbaik,10,53,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.2529850900173187,0.2226642966270446,0.5243505835533142,0.5243505835533142,0.2713654935359955,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,198,2026-06-18 16:02:42,human_manual_review,,,,
YT_Ugwds1VzTGWc9yyf1Wh4AaABAg,YouTube,top_level_comment,Ugwds1VzTGWc9yyf1Wh4AaABAg,Ugwds1VzTGWc9yyf1Wh4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Memang patutlah pmx ini ni di turunkan..👍👍,5f8410e36116852f8c55,2025-10-14T00:51:46Z,2025-10-14T00:51:46Z,31,5,True,True,none,,2026-06-17T15:11:41.529044+00:00,raw,,Memang patutlah pmx ini ni di turunkan..👍👍,memang patutlah pmx ini ni di turunkan,7,42,2,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.2484728991985321,0.204891487956047,0.546635627746582,0.546635627746582,0.2981627285480499,low,high,low_confidence,negative,reviewed,Reverted wrong sequence-based correction back to negative,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,242,2026-06-18 20:39:17,human_manual_text_based_revert,,,,
YT_Ugz5cm0R0s1gHSMzyxx4AaABAg,YouTube,top_level_comment,Ugz5cm0R0s1gHSMzyxx4AaABAg,Ugz5cm0R0s1gHSMzyxx4AaABAg,FgMUKH-xEec,"Kerajaan setuju semakan tarik subsidi minyak golongan berpendapatan tinggi, kata PM",Free Malaysia Today,https://www.youtube.com/watch?v=FgMUKH-xEec,2026-05-10T09:06:58Z,cost_of_living_public_policy,"Aq setuju kalau tarik semua subsidi untuk menteri kerajaan, tarik jugak semua elaun menteri kerajaan dan turunkan gaji menteri menteri kerajaan 50%.... Sebab elaun dan gaji korang LANGSUNG TAK SETIMPAL DENGAN KERJA KORANG!!!!!",9a370e7ff35780819367,2026-05-10T11:15:27Z,2026-05-10T11:15:27Z,12,0,True,True,none,,2026-06-17T15:11:41.872386+00:00,raw,,"Aq setuju kalau tarik semua subsidi untuk menteri kerajaan, tarik jugak semua elaun menteri kerajaan dan turunkan gaji menteri menteri kerajaan 50%.. Sebab elaun dan gaji korang LANGSUNG TAK SETIMPAL DENGAN KERJA KORANG!!",aq setuju kalau tarik semua subsidi untuk menteri kerajaan tarik jugak semua elaun menteri kerajaan dan turunkan gaji menteri menteri kerajaan 50 sebab elaun dan gaji korang langsung tak setimpal dengan kerja korang,33,221,0,False,True,0,0,0,BM,id,8,0,,False,False,accepted,negative,0.5562928318977356,0.191524401307106,0.2521827816963196,0.5562928318977356,0.304110050201416,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,269,2026-06-18 17:06:11,human_manual_review,,,,
YT_UgzGc-NlU7jpBr270oh4AaABAg,YouTube,top_level_comment,UgzGc-NlU7jpBr270oh4AaABAg,UgzGc-NlU7jpBr270oh4AaABAg,lWY3O9pFexo,KOS SARA HIDUP | PM Umum Butiran Penghargaan Untuk Rakyat Esok (BU),Buletin TV3,https://www.youtube.com/watch?v=lWY3O9pFexo,2025-07-22T12:11:44Z,cost_of_living_public_policy,PM X tlg Lulus kwsp fleksibel ACC 1 Tu rakyat Malaysia,0f3c36b3338952ca1dfe,2025-07-22T15:48:41Z,2025-07-22T15:48:41Z,2,0,True,True,none,,2026-06-17T15:11:38.331010+00:00,raw,,PM X tlg Lulus kwsp fleksibel ACC 1 Tu rakyat Malaysia,pm x tlg lulus kwsp fleksibel acc 1 tu rakyat malaysia,11,54,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,neutral,0.2145584225654602,0.5682671070098877,0.2171745002269745,0.5682671070098877,0.3510926067829132,low,high,low_confidence | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,286,2026-06-18 17:09:07,human_manual_review,,,,
YT_UgwmjQVow3XOG29W2o94AaABAg,YouTube,top_level_comment,UgwmjQVow3XOG29W2o94AaABAg,UgwmjQVow3XOG29W2o94AaABAg,Wk-HcKtIaGY,Are We About to See a Chinese Tourist Boom in Malaysia?,Ziet Invests,https://www.youtube.com/watch?v=Wk-HcKtIaGY,2026-02-12T11:00:42Z,tourism_lifestyle_events,"Haiyoh, but they keep saying another COVID will come this year....",6899168c5b632a4b0d32,2026-02-13T04:01:32Z,2026-02-13T04:01:32Z,2,1,True,True,none,,2026-06-17T15:11:46.188043+00:00,raw,,"Haiyoh, but they keep saying another COVID will come this year..",haiyoh but they keep saying another covid will come this year,11,64,0,False,True,0,0,0,EN,en,0,2,,False,False,accepted,negative,0.5992392897605896,0.3599561154842376,0.0408046133816242,0.5992392897605896,0.2392831742763519,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,344,2026-06-18 18:22:48,human_manual_review,,,,
YT_UgyqHLXVuW6L143Ilad4AaABAg,YouTube,top_level_comment,UgyqHLXVuW6L143Ilad4AaABAg,UgyqHLXVuW6L143Ilad4AaABAg,dDRZ6AZbcfw,Malaysian Hawker Fights To Keep His Noodles Affordable As Food Prices Rise | Money Mind | Inflation,CNA Insider,https://www.youtube.com/watch?v=dDRZ6AZbcfw,2025-11-25T14:01:10Z,cost_of_living_public_policy,Why CNA busy body with our Malaysia F&B.We here have affordable price for our groceries.,67030aa1ea4c9c506f32,2025-11-26T14:31:56Z,2025-11-26T14:31:56Z,0,0,True,True,none,,2026-06-17T15:11:42.418567+00:00,raw,,Why CNA busy body with our Malaysia F&B.We here have affordable price for our groceries.,why cna busy body with our malaysia f b we here have affordable price for our groceries,17,88,0,False,True,0,0,0,MIXED,en,1,3,,False,False,accepted,positive,0.0586592927575111,0.2867102324962616,0.6546304821968079,0.6546304821968079,0.3679202497005462,medium,medium,medium_confidence | mixed_language,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,362,2026-06-18 18:26:16,human_manual_review,,,,
YT_UgyaRhOmDyX_Soh85A94AaABAg,YouTube,top_level_comment,UgyaRhOmDyX_Soh85A94AaABAg,UgyaRhOmDyX_Soh85A94AaABAg,L-iPwc5b3oI,Malaysia rolls out the welcome mat for first tourists of 2026,The Star,https://www.youtube.com/watch?v=L-iPwc5b3oI,2026-01-01T05:54:35Z,tourism_lifestyle_events,Panglima mendonia cuti cuti Malaysia isteri suri rumah millionaire pangkat cemerlang jasa negara koleksi jam Patik baginda Philippe. Takbir takbir takbir!,73318ac874ca5ba4abd1,2026-01-01T12:07:12Z,2026-01-01T12:07:12Z,2,0,True,True,none,,2026-06-17T15:11:45.906679+00:00,raw,,Panglima mendonia cuti cuti Malaysia isteri suri rumah millionaire pangkat cemerlang jasa negara koleksi jam Patik baginda Philippe. Takbir takbir takbir!,panglima mendonia cuti cuti malaysia isteri suri rumah millionaire pangkat cemerlang jasa negara koleksi jam patik baginda philippe takbir takbir takbir,21,154,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.1223677396774292,0.1830154806375503,0.6946167945861816,0.6946167945861816,0.5116013139486313,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,388,2026-06-18 18:31:52,human_manual_review,,,,
YT_UgwfOucp728Z_D2JDMZ4AaABAg,YouTube,top_level_comment,UgwfOucp728Z_D2JDMZ4AaABAg,UgwfOucp728Z_D2JDMZ4AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,"STR mana ada Rm500, Sara Rm100 🤭",eb6008892d7192e77dbf,2026-02-01T12:50:56Z,2026-02-01T12:50:56Z,0,0,True,True,none,,2026-06-17T15:11:40.405173+00:00,raw,,"STR mana ada Rm500, Sara Rm100 🤭",str mana ada rm500 sara rm100,6,32,1,False,True,0,0,0,BM,id,0,0,,False,False,accepted,neutral,0.1173391863703727,0.7215988039970398,0.161061942577362,0.7215988039970398,0.5605368614196777,medium,medium,medium_confidence | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,413,2026-06-18 18:35:53,human_manual_review,,,,
YT_UgzkQFC7LIKrw3pyU_14AaABAg,YouTube,top_level_comment,UgzkQFC7LIKrw3pyU_14AaABAg,UgzkQFC7LIKrw3pyU_14AaABAg,mVmYibok-7A,[TERKINI] MOF sekat MyKad individu salah guna subsidi BUDI95,Astro AWANI,https://www.youtube.com/watch?v=mVmYibok-7A,2026-03-23T23:22:33Z,cost_of_living_public_policy,"Gang geng Geng PAS Bersatu kata kahwin 4 bini, dapat untung banyak dari subsidi kerajaan",83bb220b0804ab54536d,2026-03-24T03:36:19Z,2026-03-24T03:36:19Z,1,0,True,True,none,,2026-06-17T15:11:39.404572+00:00,raw,,"Gang geng Geng PAS Bersatu kata kahwin 4 bini, dapat untung banyak dari subsidi kerajaan",gang geng geng pas bersatu kata kahwin 4 bini dapat untung banyak dari subsidi kerajaan,15,88,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.0988700464367866,0.1718402355909347,0.729289710521698,0.729289710521698,0.5574494749307632,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,418,2026-06-18 18:36:24,human_manual_review,,,,
YT_Ugw-dqlkmRud3rufVl54AaABAg,YouTube,top_level_comment,Ugw-dqlkmRud3rufVl54AaABAg,Ugw-dqlkmRud3rufVl54AaABAg,bjYbNs8TvLc,[PENUH] Perkembangan Terkini Proses Cerapan Anak Bulan Syawal | 19 Mac 2026,Buletin TV3,https://www.youtube.com/watch?v=bjYbNs8TvLc,2026-03-19T10:26:41Z,festivals_national_events,"Yovheliym (Jubilees) 6:36-38 For there will be those who will assuredly make observations of the moon how it disturbs the seasons and comes in from year to year ten days too soon. For this reason the years will come upon them when they will disturb the order, and make an abominable day the day of testimony, and an unclean day a feast day, and they will confound all the days, the holy with the unclean, and the unclean day with the holy; for they will go wrong as to the months and Shabbaths and feasts and jubilees. For this reason I command and testify to you that you may testify to them; for after your death your children will disturb them, so that they will not make the year three hundred and sixty four days only, and for this reason they will go wrong as to the New Moons and seasons and Shabbaths and feasts, and they will eat all kinds of blood with all kinds of flesh.",3e8ab4d2b82d83abe628,2026-03-19T10:37:25Z,2026-03-19T10:37:25Z,0,0,True,True,none,,2026-06-17T15:11:44.348424+00:00,raw,,"Yovheliym (Jubilees) 6:36-38 For there will be those who will assuredly make observations of the moon how it disturbs the seasons and comes in from year to year ten days too soon. For this reason the years will come upon them when they will disturb the order, and make an abominable day the day of testimony, and an unclean day a feast day, and they will confound all the days, the holy with the unclean, and the unclean day with the holy; for they will go wrong as to the months and Shabbaths and feasts and jubilees. For this reason I command and testify to you that you may testify to them; for after your death your children will disturb them, so that they will not make the year three hundred and sixty four days only, and for this reason they will go wrong as to the New Moons and seasons and Shabbaths and feasts, and they will eat all kinds of blood with all kinds of flesh.",yovheliym jubilees 6 36 38 for there will be those who will assuredly make observations of the moon how it disturbs the seasons and comes in from year to year ten days too soon for this reason the years will come upon them when they will disturb the order and make an abominable day the day of testimony and an unclean day a feast day and they will confound all the days the holy with the unclean and the unclean day with the holy for they will go wrong as to the months and shabbaths and feasts and jubilees for this reason i command and testify to you that you may testify to them for after your death your children will disturb them so that they will not make the year three hundred and sixty four days only and for this reason they will go wrong as to the new moons and seasons and shabbaths and feasts and they will eat all kinds of blood with all kinds of flesh,169,882,0,False,True,0,0,0,EN,en,0,8,,False,False,accepted,neutral,0.0273285061120986,0.7390356063842773,0.2336358577013015,0.7390356063842773,0.5053997486829758,medium,medium,medium_confidence | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,427,2026-06-18 18:37:52,human_manual_review,,,,
