record_id,platform,content_type,comment_id,thread_id,video_id,video_title,channel_title,video_url,video_published_at,theme,raw_text,author_hash,comment_published_at,comment_updated_at,like_count,reply_count,can_reply,is_public,viewer_rating,moderation_status,collected_at,collection_status,rejection_reason,clean_text,normalized_text_key,word_count,character_count,emoji_count,emoji_only,contains_alphanumeric,url_count,mention_count,hashtag_count,language_tag,detected_language,malay_indicator_count,english_indicator_count,spam_reasons,spam_flag,normalized_duplicate,cleaning_status,predicted_label,negative_probability,neutral_probability,positive_probability,prediction_confidence,probability_margin,confidence_category,review_priority,review_reason,manual_label,manual_review_status,manual_review_notes,final_label,model_name,annotation_stage,manual_label_options,selected_for_balanced_review,review_sequence,reviewed_at,review_decision_source,replacement_status,replacement_notes,supplement_reason,supplement_target_label,dataset_split_ready,final_dataset_name,final_dataset_created_at,final_dataset_sequence
YT_UgysHRY5XLVpcvmpyXp4AaABAg,YouTube,top_level_comment,UgysHRY5XLVpcvmpyXp4AaABAg,UgysHRY5XLVpcvmpyXp4AaABAg,mVmYibok-7A,[TERKINI] MOF sekat MyKad individu salah guna subsidi BUDI95,Astro AWANI,https://www.youtube.com/watch?v=mVmYibok-7A,2026-03-23T23:22:33Z,cost_of_living_public_policy,"Dah pernah nampak kat Johor, Bangsa tu isi bertong tong dalam estima bila tegur baru nak stop lari terus, bagi bangsa Singapore lah tu 🤭",086fa866818de4491094,2026-03-24T04:06:12Z,2026-03-24T04:06:12Z,0,0,True,True,none,,2026-06-17T15:11:39.404473+00:00,raw,,"Dah pernah nampak kat Johor, Bangsa tu isi bertong tong dalam estima bila tegur baru nak stop lari terus, bagi bangsa Singapore lah tu 🤭",dah pernah nampak kat johor bangsa tu isi bertong tong dalam estima bila tegur baru nak stop lari terus bagi bangsa singapore lah tu,24,136,1,False,True,0,0,0,BM,id,4,0,,False,False,accepted,negative,0.7741519212722778,0.1198493987321853,0.1059987172484397,0.7741519212722778,0.6543025225400925,medium,medium,medium_confidence,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,488,2026-06-18 18:50:26,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,11
YT_Ugx5t6tgfXQwcsbqiSh4AaABAg,YouTube,top_level_comment,Ugx5t6tgfXQwcsbqiSh4AaABAg,Ugx5t6tgfXQwcsbqiSh4AaABAg,lWY3O9pFexo,KOS SARA HIDUP | PM Umum Butiran Penghargaan Untuk Rakyat Esok (BU),Buletin TV3,https://www.youtube.com/watch?v=lWY3O9pFexo,2025-07-22T12:11:44Z,cost_of_living_public_policy,Bukan duit rakyat duit kerajaan hasil dari cukai. Kalau rakyat tidak berkerja tak dapat duit. Kalau duit rakyat tak payahlah kerja.duduk diam di rumah mintalah duit rakyat.tak sampai sebulan negara lingkup.,c509d42f6b7a14c33fad,2025-07-23T02:11:24Z,2025-07-23T02:11:24Z,0,0,True,True,none,,2026-06-17T15:11:38.330052+00:00,raw,,Bukan duit rakyat duit kerajaan hasil dari cukai. Kalau rakyat tidak berkerja tak dapat duit. Kalau duit rakyat tak payahlah kerja.duduk diam di rumah mintalah duit rakyat.tak sampai sebulan negara lingkup.,bukan duit rakyat duit kerajaan hasil dari cukai kalau rakyat tidak berkerja tak dapat duit kalau duit rakyat tak payahlah kerja duduk diam di rumah mintalah duit rakyat tak sampai sebulan negara lingkup,33,206,0,False,True,0,0,0,BM,id,6,0,,False,False,accepted,negative,0.7784778475761414,0.1159776225686073,0.1055444478988647,0.7784778475761414,0.662500225007534,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,492,2026-06-18 18:50:56,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,12
YT_Ugwy0XvxD2nVZyBShoN4AaABAg,YouTube,top_level_comment,Ugwy0XvxD2nVZyBShoN4AaABAg,Ugwy0XvxD2nVZyBShoN4AaABAg,Wk-HcKtIaGY,Are We About to See a Chinese Tourist Boom in Malaysia?,Ziet Invests,https://www.youtube.com/watch?v=Wk-HcKtIaGY,2026-02-12T11:00:42Z,tourism_lifestyle_events,"Malaysian Chinese should have posted tips for Chinese tourists on do and don't when they visit Malaysia in Xiaohongshu, Weibo & Douyin.",0f82318040ae75ade520,2026-02-15T19:52:00Z,2026-02-15T19:52:00Z,4,0,True,True,none,,2026-06-17T15:11:46.187688+00:00,raw,,"Malaysian Chinese should have posted tips for Chinese tourists on do and don't when they visit Malaysia in Xiaohongshu, Weibo & Douyin.",malaysian chinese should have posted tips for chinese tourists on do and don t when they visit malaysia in xiaohongshu weibo douyin,21,135,0,False,True,0,0,0,MIXED,en,2,3,,False,False,accepted,neutral,0.0990919768810272,0.7281325459480286,0.1727755218744278,0.7281325459480286,0.5553570240736008,medium,medium,medium_confidence | neutral_prediction | mixed_language,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,417,2026-06-18 18:36:11,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,13
YT_UgztGa3tZrxzOeNwXdB4AaABAg,YouTube,top_level_comment,UgztGa3tZrxzOeNwXdB4AaABAg,UgztGa3tZrxzOeNwXdB4AaABAg,lWY3O9pFexo,KOS SARA HIDUP | PM Umum Butiran Penghargaan Untuk Rakyat Esok (BU),Buletin TV3,https://www.youtube.com/watch?v=lWY3O9pFexo,2025-07-22T12:11:44Z,cost_of_living_public_policy,Sembang gempak mmg champion sudagha ketimbang ni,7c65ac6351c0a87630ea,2025-07-22T16:10:23Z,2025-07-22T16:10:23Z,9,0,True,True,none,,2026-06-17T15:11:38.330914+00:00,raw,,Sembang gempak mmg champion sudagha ketimbang ni,sembang gempak mmg champion sudagha ketimbang ni,7,48,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,positive,0.2825503945350647,0.1906453073024749,0.5268042683601379,0.5268042683601379,0.2442538738250732,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,204,2026-06-18 16:04:43,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,14
YT_UgzDAOlXsJ25fyxIXG54AaABAg,YouTube,top_level_comment,UgzDAOlXsJ25fyxIXG54AaABAg,UgzDAOlXsJ25fyxIXG54AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Kiranya bujang X DPT str ka,e3a2aced49a9ddc4860c,2025-10-14T05:57:02Z,2025-10-14T05:57:02Z,2,0,True,True,none,,2026-06-17T15:11:41.176887+00:00,raw,,Kiranya bujang X DPT str ka,kiranya bujang x dpt str ka,6,27,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,neutral,0.2925962507724762,0.5876675248146057,0.1197362542152404,0.5876675248146057,0.2950712740421295,low,high,low_confidence | neutral_prediction,neutral,reviewed,Changed from negative to neutral after text-based manual review,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,320,2026-06-18 20:41:44,human_manual_text_based_negative_recheck,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,15
YT_UgzaVP040YY-H9c-Na54AaABAg,YouTube,top_level_comment,UgzaVP040YY-H9c-Na54AaABAg,UgzaVP040YY-H9c-Na54AaABAg,9tQzzOjBIdI,KOS SARA HIDUP | Kerajaan Bakal Umum Langkah Tangani Kos Sara Hidup,Buletin TV3,https://www.youtube.com/watch?v=9tQzzOjBIdI,2025-07-19T05:38:22Z,cost_of_living_public_policy,Kerja dan terus kerja,26e49c7992e07e7b6cf8,2025-07-21T16:33:24Z,2025-07-21T16:33:24Z,0,0,True,True,none,,2026-06-17T15:11:40.014800+00:00,raw,,Kerja dan terus kerja,kerja dan terus kerja,4,21,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.041089579463005,0.1524814516305923,0.8064289689064026,0.8064289689064026,0.6539475172758102,high,low,,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,38,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,16
YT_UgxuyvouqL7trBVc53Z4AaABAg,YouTube,top_level_comment,UgxuyvouqL7trBVc53Z4AaABAg,UgxuyvouqL7trBVc53Z4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,sepatut nya di tambah baikkan.dan bukan nya di kurangkan.satu tindakan kurang bijak..PM anwar,bde8bd19206bd8f77ae6,2025-10-30T11:26:58Z,2025-10-30T11:26:58Z,0,0,True,True,none,,2026-06-17T15:11:41.176043+00:00,raw,,sepatut nya di tambah baikkan.dan bukan nya di kurangkan.satu tindakan kurang bijak..PM anwar,sepatut nya di tambah baikkan dan bukan nya di kurangkan satu tindakan kurang bijak pm anwar,16,93,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.5437862873077393,0.2094019651412964,0.2468117624521255,0.5437862873077393,0.2969745248556137,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,236,2026-06-18 16:52:54,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,17
YT_UgzpPSKE_mXEuxPIWfJ4AaABAg,YouTube,top_level_comment,UgzpPSKE_mXEuxPIWfJ4AaABAg,UgzpPSKE_mXEuxPIWfJ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Pimai pimai tang tu juga..potong str 300..tambah 50 tuk sara...250 baki masuk poket madanon..,6ad2a2e093dde51b8da8,2025-12-21T11:50:08Z,2025-12-21T11:50:08Z,0,0,True,True,none,,2026-06-17T15:11:41.175798+00:00,raw,,Pimai pimai tang tu juga..potong str 300..tambah 50 tuk sara..250 baki masuk poket madanon..,pimai pimai tang tu juga potong str 300 tambah 50 tuk sara 250 baki masuk poket madanon,17,92,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,neutral,0.2888833582401275,0.4291259348392486,0.2819907367229461,0.4291259348392486,0.1402425765991211,low,high,low_confidence | small_probability_margin | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,58,2026-06-18 15:37:32,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,18
YT_Ugz-DbMJKjzHVzpl6al4AaABAg,YouTube,top_level_comment,Ugz-DbMJKjzHVzpl6al4AaABAg,Ugz-DbMJKjzHVzpl6al4AaABAg,pByBSEMjiyo,MENJELANG AIDILFITRI | PM Umum Cuti Tambahan Sehari Sambut Hari Raya Aidilfitri,Buletin TV3,https://www.youtube.com/watch?v=pByBSEMjiyo,2026-03-15T05:40:33Z,festivals_national_events,Saya hari hari cuti tak kesah,f320efd84643270de254,2026-03-15T08:59:58Z,2026-03-15T08:59:58Z,2,0,True,True,none,,2026-06-17T15:11:43.138772+00:00,raw,,Saya hari hari cuti tak kesah,saya hari hari cuti tak kesah,6,29,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.234591007232666,0.3508163392543793,0.4145925939083099,0.4145925939083099,0.0637762546539306,low,high,low_confidence | small_probability_margin,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,103,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,19
YT_Ugx05ylVfbfkibv3ZF94AaABAg,YouTube,top_level_comment,Ugx05ylVfbfkibv3ZF94AaABAg,Ugx05ylVfbfkibv3ZF94AaABAg,MpBToZaCuWE,LRT derailment: Commuters want track and train maintenance to be enhanced,The Star,https://www.youtube.com/watch?v=MpBToZaCuWE,2026-05-28T08:54:43Z,transport_public_services,No deaths means no problem.,a37f0df03de8565de668,2026-05-29T07:09:29Z,2026-05-29T07:09:29Z,0,0,True,True,none,,2026-06-17T15:11:46.538347+00:00,raw,,No deaths means no problem.,no deaths means no problem,5,27,0,False,True,0,0,0,EN,pt,0,1,,False,False,accepted,neutral,0.1417654752731323,0.5549418926239014,0.3032926321029663,0.5549418926239014,0.251649260520935,low,high,low_confidence | neutral_prediction,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,262,2026-06-18 17:04:42,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,20
