record_id,platform,content_type,comment_id,thread_id,video_id,video_title,channel_title,video_url,video_published_at,theme,raw_text,author_hash,comment_published_at,comment_updated_at,like_count,reply_count,can_reply,is_public,viewer_rating,moderation_status,collected_at,collection_status,rejection_reason,clean_text,normalized_text_key,word_count,character_count,emoji_count,emoji_only,contains_alphanumeric,url_count,mention_count,hashtag_count,language_tag,detected_language,malay_indicator_count,english_indicator_count,spam_reasons,spam_flag,normalized_duplicate,cleaning_status,predicted_label,negative_probability,neutral_probability,positive_probability,prediction_confidence,probability_margin,confidence_category,review_priority,review_reason,manual_label,manual_review_status,manual_review_notes,final_label,model_name,annotation_stage,manual_label_options,selected_for_balanced_review,review_sequence,reviewed_at,review_decision_source,replacement_status,replacement_notes,supplement_reason,supplement_target_label,dataset_split_ready,final_dataset_name,final_dataset_created_at,final_dataset_sequence,original_text,translated_text_en,translation_status,translation_method,sentiment,action,review_notes
YT_UgxX_Nc3oKxQ90QfLuB4AaABAg,YouTube,top_level_comment,UgxX_Nc3oKxQ90QfLuB4AaABAg,UgxX_Nc3oKxQ90QfLuB4AaABAg,qlQj6Zlgc-M,MyDigital ID akan diwajibkan untuk akses aplikasi MyJPJ & MyBayar PDRM!,SoyaCincau BM,https://www.youtube.com/watch?v=qlQj6Zlgc-M,2025-08-27T12:39:08Z,technology_digital_services,Senang macam ni tak payah guna akaun dan password banyak-banyak.,9c074181906ebd117b96,2025-11-01T03:42:10Z,2025-11-01T03:42:10Z,1,0,True,True,none,,2026-06-17T15:11:45.563983+00:00,raw,,Senang macam ni tak payah guna akaun dan password banyak-banyak.,senang macam ni tak payah guna akaun dan password banyak banyak,10,64,0,False,True,0,0,0,BM,id,3,0,,False,False,accepted,positive,0.2251651287078857,0.3642045259475708,0.4106303453445434,0.4106303453445434,0.0464258193969726,low,high,low_confidence | small_probability_margin,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,45,2026-06-18 15:34:06,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,461,Senang macam ni tak payah guna akaun dan password banyak-banyak.,It's nice that you don't have to use a lot of accounts and passwords.,translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_UgzH4TKyfT1tk_PXCSZ4AaABAg,YouTube,top_level_comment,UgzH4TKyfT1tk_PXCSZ4AaABAg,UgzH4TKyfT1tk_PXCSZ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Lama lama rosaklah Malaysia ni,21d1fbf5241442ec184e,2026-05-29T03:18:38Z,2026-05-29T03:18:38Z,0,0,True,True,none,,2026-06-17T15:11:41.175553+00:00,raw,,Lama lama rosaklah Malaysia ni,lama lama rosaklah malaysia ni,5,30,0,False,True,0,0,0,BM,tl,1,0,,False,False,accepted,negative,0.952409565448761,0.0217971447855234,0.025793382897973,0.952409565448761,0.926616182550788,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,695,2026-06-18 19:22:52,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,691,Lama lama rosaklah Malaysia ni,Malaysia has been ruined for a long time,translated,google_translate_auto_to_en,neutral,relabel,translated English appears informational/unclear rather than explicit sentiment
YT_Ugz4F3CAuyAoYDIljPN4AaABAg,YouTube,top_level_comment,Ugz4F3CAuyAoYDIljPN4AaABAg,Ugz4F3CAuyAoYDIljPN4AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,pulangkan balik pada peniage2 kalau bolih vital kan sbb diorng ni bukan nye serik...,89f0eac4bd60c7e6a4ff,2026-02-28T04:15:05Z,2026-02-28T04:15:05Z,0,0,True,True,none,,2026-06-17T15:11:44.743097+00:00,raw,,pulangkan balik pada peniage2 kalau bolih vital kan sbb diorng ni bukan nye serik..,pulangkan balik pada peniage2 kalau bolih vital kan sbb diorng ni bukan nye serik,14,83,0,False,True,0,0,0,BM,id,3,0,,False,False,accepted,negative,0.9360127449035645,0.0327426344156265,0.0312446188181638,0.9360127449035645,0.903270110487938,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,646,2026-06-18 19:14:32,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,540,pulangkan balik pada peniage2 kalau bolih vital kan sbb diorng ni bukan nye serik..,"return it to the peniage2 if you can, because this person is not cool..",translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
YT_UgwjeB-VLL63iITp4Rd4AaABAg,YouTube,top_level_comment,UgwjeB-VLL63iITp4Rd4AaABAg,UgwjeB-VLL63iITp4Rd4AaABAg,lWY3O9pFexo,KOS SARA HIDUP | PM Umum Butiran Penghargaan Untuk Rakyat Esok (BU),Buletin TV3,https://www.youtube.com/watch?v=lWY3O9pFexo,2025-07-22T12:11:44Z,cost_of_living_public_policy,Jum vote naik gaji untuk penjawat awam....,4b1219bdbf7caeba001f,2025-07-22T16:58:23Z,2025-07-22T16:58:23Z,0,0,True,True,none,,2026-06-17T15:11:38.330749+00:00,raw,,Jum vote naik gaji untuk penjawat awam..,jum vote naik gaji untuk penjawat awam,7,40,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,positive,0.1485736817121505,0.2795166671276092,0.5719096064567566,0.5719096064567566,0.2923929393291473,low,high,low_confidence,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,292,2026-06-18 17:09:59,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,187,Jum vote naik gaji untuk penjawat awam..,Friday vote for salary increase for civil servants..,translated,google_translate_auto_to_en,neutral,relabel,translated English appears informational/unclear rather than explicit sentiment
YT_UgzKj2_9zG-MAPxgca14AaABAg,YouTube,top_level_comment,UgzKj2_9zG-MAPxgca14AaABAg,UgzKj2_9zG-MAPxgca14AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,👍🙏 bila negara makmur . rakyat pun senang sedikit.... dapat bantuan rakyat...duit tak di sakau oleh scammer pemimpin yg panggil mereka Pemimpin 😮,aa8d850b7f83e938a527,2026-01-06T07:24:08Z,2026-01-06T07:24:08Z,20,0,True,True,none,,2026-06-17T15:11:40.406296+00:00,raw,,👍🙏 bila negara makmur . rakyat pun senang sedikit.. dapat bantuan rakyat..duit tak di sakau oleh scammer pemimpin yg panggil mereka Pemimpin 😮,bila negara makmur rakyat pun senang sedikit dapat bantuan rakyat duit tak di sakau oleh scammer pemimpin yg panggil mereka pemimpin,21,142,3,False,True,0,0,0,BM,id,5,0,,False,False,accepted,positive,0.2861441373825073,0.2049726098775863,0.5088832974433899,0.5088832974433899,0.2227391600608825,low,high,low_confidence,positive,reviewed,Changed from negative to positive after text-based manual review,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,164,2026-06-18 20:41:44,human_manual_text_based_negative_recheck,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,699,👍🙏 bila negara makmur . rakyat pun senang sedikit.. dapat bantuan rakyat..duit tak di sakau oleh scammer pemimpin yg panggil mereka Pemimpin 😮,👍🙏 when the country is prosperous. the people are also a little happy.. they get help from the people.. money is not given by the leader scammers who call them Leaders 😮,translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_Ugzlip886rY2_i1WFMx4AaABAg,YouTube,top_level_comment,Ugzlip886rY2_i1WFMx4AaABAg,Ugzlip886rY2_i1WFMx4AaABAg,UGAL8690ngc,"Bantuan Asas Rahmah diteruskan: RM100 untuk  dewasa, RM500 untuk penerima miskin tegar - Anwar",KiniTV,https://www.youtube.com/watch?v=UGAL8690ngc,2026-01-05T06:06:45Z,cost_of_living_public_policy,Pmx boleh dh buat/ wujudkan semula outlets runcit mcm KR1M n juga klinik rakyat mcm klinik 1M krna ia terbukti benarw bermanfaat kpd rakyat bawahan/marhaen.....,3b4a6914baa5a7fa5f77,2026-01-06T14:49:37Z,2026-01-06T14:49:37Z,0,0,True,True,none,,2026-06-17T15:11:40.406078+00:00,raw,,Pmx boleh dh buat/ wujudkan semula outlets runcit mcm KR1M n juga klinik rakyat mcm klinik 1M krna ia terbukti benarw bermanfaat kpd rakyat bawahan/marhaen..,pmx boleh dh buat wujudkan semula outlets runcit mcm kr1m n juga klinik rakyat mcm klinik 1m krna ia terbukti benarw bermanfaat kpd rakyat bawahan marhaen,26,157,0,False,True,0,0,0,BM,id,3,0,,False,False,accepted,positive,0.1546483933925628,0.1817035228013992,0.6636480689048767,0.6636480689048767,0.4819445461034775,medium,medium,medium_confidence,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,51,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,403,Pmx boleh dh buat/ wujudkan semula outlets runcit mcm KR1M n juga klinik rakyat mcm klinik 1M krna ia terbukti benarw bermanfaat kpd rakyat bawahan/marhaen..,Please can you create/re-create retail outlets like KR1M and also people's clinics like 1M clinics because it is proven to be really beneficial to the subordinate/marhaen people..,translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_Ugzey1O6L1VnM3AM5Cx4AaABAg,YouTube,top_level_comment,Ugzey1O6L1VnM3AM5Cx4AaABAg,Ugzey1O6L1VnM3AM5Cx4AaABAg,J5SEcQAe1AM,Why Malaysia Forces You to Own a Car,UrbanShiftMY,https://www.youtube.com/watch?v=J5SEcQAe1AM,2026-05-11T05:16:17Z,transport_public_services,Same thing in the US,bb0247ccd530f22d535b,2026-05-30T23:47:07Z,2026-05-30T23:47:07Z,0,0,True,True,none,,2026-06-17T15:11:48.076817+00:00,raw,,Same thing in the US,same thing in the us,5,20,0,False,True,0,0,0,EN,en,0,1,,False,False,accepted,negative,0.5416971445083618,0.4457790851593017,0.0125237759202718,0.5416971445083618,0.09591805934906,low,high,low_confidence | small_probability_margin,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,232,2026-06-18 16:52:29,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,657,Same thing in the US,Same thing in the US,kept_original_english,none,neutral,keep,current label is acceptable
YT_UgzSoENpr8P1AysIMgJ4AaABAg,YouTube,top_level_comment,UgzSoENpr8P1AysIMgJ4AaABAg,UgzSoENpr8P1AysIMgJ4AaABAg,9tQzzOjBIdI,KOS SARA HIDUP | Kerajaan Bakal Umum Langkah Tangani Kos Sara Hidup,Buletin TV3,https://www.youtube.com/watch?v=9tQzzOjBIdI,2025-07-19T05:38:22Z,cost_of_living_public_policy,Kuat kincing punya olang,f4559486e4513febe44b,2025-07-19T06:38:55Z,2025-07-19T06:38:55Z,10,1,True,True,none,,2026-06-17T15:11:40.015890+00:00,raw,,Kuat kincing punya olang,kuat kincing punya olang,4,24,0,False,True,0,0,0,BM,id,0,0,,False,False,accepted,negative,0.554323673248291,0.1921311318874359,0.253545194864273,0.554323673248291,0.3007784783840179,low,high,low_confidence,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,259,2026-06-18 17:04:18,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,113,Kuat kincing punya olang,Loud ringing has a problem,translated,google_translate_auto_to_en,neutral,keep,current label is acceptable or ambiguous
YT_UgyG6Hha4iyYBQixZCF4AaABAg,YouTube,top_level_comment,UgyG6Hha4iyYBQixZCF4AaABAg,UgyG6Hha4iyYBQixZCF4AaABAg,ePfJmLXfPwU,JPJ perkenal wajah baharu lesen memandu,Harian Metro,https://www.youtube.com/watch?v=ePfJmLXfPwU,2025-05-21T11:30:02Z,transport_public_services,Aku org asli lebih suka lesen fizikal yg dulu senang tk susah kan rakyat..,093197d16d037a6d313d,2025-07-23T14:36:07Z,2025-07-23T14:36:07Z,0,0,True,True,none,,2026-06-17T15:11:47.298858+00:00,raw,,Aku org asli lebih suka lesen fizikal yg dulu senang tk susah kan rakyat..,aku org asli lebih suka lesen fizikal yg dulu senang tk susah kan rakyat,14,74,0,False,True,0,0,0,BM,id,3,0,,False,False,accepted,positive,0.1754580438137054,0.2211173623800277,0.603424608707428,0.603424608707428,0.3823072463274002,medium,medium,medium_confidence,positive,reviewed,Added from reviewed positive supplement,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,,False,74,2026-06-18 20:33:38,human_manual_review_positive_supplement,available,,positive_shortage_after_manual_review,positive,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,679,Aku org asli lebih suka lesen fizikal yg dulu senang tk susah kan rakyat..,I'm an original person who prefers a physical license that used to be easy and not difficult for the people..,translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_Ugx_7r3l73t3ALorSTN4AaABAg,YouTube,top_level_comment,Ugx_7r3l73t3ALorSTN4AaABAg,Ugx_7r3l73t3ALorSTN4AaABAg,9tQzzOjBIdI,KOS SARA HIDUP | Kerajaan Bakal Umum Langkah Tangani Kos Sara Hidup,Buletin TV3,https://www.youtube.com/watch?v=9tQzzOjBIdI,2025-07-19T05:38:22Z,cost_of_living_public_policy,"Cakap pun tak yakin. Dulu kita yakin,😂",2db183c96642f6117035,2025-07-19T06:25:56Z,2025-07-19T06:25:56Z,3,0,True,True,none,,2026-06-17T15:11:40.015943+00:00,raw,,"Cakap pun tak yakin. Dulu kita yakin,😂",cakap pun tak yakin dulu kita yakin,7,38,1,False,True,0,0,0,BM,id,3,0,,False,False,accepted,neutral,0.2901124358177185,0.4265564978122711,0.2833310663700104,0.4265564978122711,0.1364440619945526,low,high,low_confidence | small_probability_margin | neutral_prediction,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,53,2026-06-18 15:36:42,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,30,"Cakap pun tak yakin. Dulu kita yakin,😂","Can't even talk. We used to be sure,😂",translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
YT_Ugx303Nd_KbNqEP9cd94AaABAg,YouTube,top_level_comment,Ugx303Nd_KbNqEP9cd94AaABAg,Ugx303Nd_KbNqEP9cd94AaABAg,3Pk956RGn7o,10 MENU SCAM PALING PELIK DI BAZAR RAMADAN,Faktaw Channel,https://www.youtube.com/watch?v=3Pk956RGn7o,2025-03-22T08:00:02Z,festivals_national_events,dh kne bru² ni mertabak xde isi daging lngsung bwang yg bnyk dgn telur x brbaloi dgn hrga yg mahal,3c96edec4cd8c54b2b45,2026-03-04T14:39:21Z,2026-03-04T14:39:21Z,0,0,True,True,none,,2026-06-17T15:11:43.541203+00:00,raw,,dh kne bru2 ni mertabak xde isi daging lngsung bwang yg bnyk dgn telur x brbaloi dgn hrga yg mahal,dh kne bru2 ni mertabak xde isi daging lngsung bwang yg bnyk dgn telur x brbaloi dgn hrga yg mahal,20,98,0,False,True,0,0,0,BM,id,1,0,,False,False,accepted,negative,0.7843686938285828,0.118926890194416,0.0967045202851295,0.7843686938285828,0.6654418036341667,medium,medium,medium_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,509,2026-06-18 18:53:33,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,361,dh kne bru2 ni mertabak xde isi daging lngsung bwang yg bnyk dgn telur x brbaloi dgn hrga yg mahal,dh kne bru2 mertabak xn't fill with meat straight away with a lot of eggs xn't worth the expensive price,translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
YT_UgweCuwMk4iQDboEQ_h4AaABAg,YouTube,top_level_comment,UgweCuwMk4iQDboEQ_h4AaABAg,UgweCuwMk4iQDboEQ_h4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Agar sara digunakan juga untuk barangan basah seperti ikan dan sayur... selain itu bayar bil api dan air,cd0bd30d17711c890561,2025-10-13T23:45:37Z,2025-10-13T23:45:37Z,15,0,True,True,none,,2026-06-17T15:11:41.529094+00:00,raw,,Agar sara digunakan juga untuk barangan basah seperti ikan dan sayur.. selain itu bayar bil api dan air,agar sara digunakan juga untuk barangan basah seperti ikan dan sayur selain itu bayar bil api dan air,18,103,0,False,True,0,0,0,BM,id,4,0,,False,False,accepted,neutral,0.1826786994934082,0.4251523017883301,0.3921690285205841,0.4251523017883301,0.0329832732677459,low,high,low_confidence | small_probability_margin | neutral_prediction,neutral,reviewed,,neutral,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,52,2026-06-18 15:36:33,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,608,Agar sara digunakan juga untuk barangan basah seperti ikan dan sayur.. selain itu bayar bil api dan air,Agar sara is also used for wet items such as fish and vegetables.. in addition to paying electricity and water bills,translated,google_translate_auto_to_en,neutral,keep,current label is acceptable
YT_UgxsATs1y5-ktzmZ4z94AaABAg,YouTube,top_level_comment,UgxsATs1y5-ktzmZ4z94AaABAg,UgxsATs1y5-ktzmZ4z94AaABAg,Wk-HcKtIaGY,Are We About to See a Chinese Tourist Boom in Malaysia?,Ziet Invests,https://www.youtube.com/watch?v=Wk-HcKtIaGY,2026-02-12T11:00:42Z,tourism_lifestyle_events,"Hi, how to withdraw cash in Hong Kong or China? Any ATM machines also can? Thanks",fb3919f0a43e01c04866,2026-02-22T09:33:40Z,2026-02-22T09:33:40Z,1,0,True,True,none,,2026-06-17T15:11:46.187561+00:00,raw,,"Hi, how to withdraw cash in Hong Kong or China? Any ATM machines also can? Thanks",hi how to withdraw cash in hong kong or china any atm machines also can thanks,16,81,0,False,True,0,0,0,EN,en,0,1,,False,False,accepted,neutral,0.0151137821376323,0.9546999931335448,0.0301863122731447,0.9546999931335448,0.9245136808604002,high,medium,neutral_prediction,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,585,2026-06-18 19:04:57,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,630,"Hi, how to withdraw cash in Hong Kong or China? Any ATM machines also can? Thanks","Hi, how to withdraw cash in Hong Kong or China? Any ATM machines also can? Thanks",kept_original_english,none,positive,keep,current label is acceptable or ambiguous
YT_UgxuyvouqL7trBVc53Z4AaABAg,YouTube,top_level_comment,UgxuyvouqL7trBVc53Z4AaABAg,UgxuyvouqL7trBVc53Z4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,sepatut nya di tambah baikkan.dan bukan nya di kurangkan.satu tindakan kurang bijak..PM anwar,bde8bd19206bd8f77ae6,2025-10-30T11:26:58Z,2025-10-30T11:26:58Z,0,0,True,True,none,,2026-06-17T15:11:41.176043+00:00,raw,,sepatut nya di tambah baikkan.dan bukan nya di kurangkan.satu tindakan kurang bijak..PM anwar,sepatut nya di tambah baikkan dan bukan nya di kurangkan satu tindakan kurang bijak pm anwar,16,93,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,negative,0.5437862873077393,0.2094019651412964,0.2468117624521255,0.5437862873077393,0.2969745248556137,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,236,2026-06-18 16:52:54,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,17,sepatut nya di tambah baikkan.dan bukan nya di kurangkan.satu tindakan kurang bijak..PM anwar,it should be improved. and not reduced. an unwise action.. PM anwar,translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
YT_UgxC6iNaBWuXy91siO14AaABAg,YouTube,top_level_comment,UgxC6iNaBWuXy91siO14AaABAg,UgxC6iNaBWuXy91siO14AaABAg,hXMCJ90cK7M,Car vs Public Transport in Malaysia. Who Wins?,Mr Money TV,https://www.youtube.com/watch?v=hXMCJ90cK7M,2025-05-23T12:42:56Z,transport_public_services,good comparison.i prefer both but if im with my family i still prefer using car.btw nice BYD car.what model is that?,e03ad1be73b66ce146b6,2025-05-24T09:10:13Z,2025-05-24T09:10:13Z,0,1,True,True,none,,2026-06-17T15:11:46.927124+00:00,raw,,good comparison.i prefer both but if im with my family i still prefer using car.btw nice BYD car.what model is that?,good comparison i prefer both but if im with my family i still prefer using car btw nice byd car what model is that,24,116,0,False,True,0,0,0,EN,en,0,4,,False,False,accepted,positive,0.080583319067955,0.1384287476539611,0.7809878587722778,0.7809878587722778,0.6425591111183167,medium,medium,medium_confidence,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,494,2026-06-18 18:51:08,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,138,good comparison.i prefer both but if im with my family i still prefer using car.btw nice BYD car.what model is that?,good comparison.i prefer both but if im with my family i still prefer using car.btw nice BYD car.what model is that?,kept_original_english,none,positive,keep,current label is acceptable or ambiguous
YT_UgxiwrthfVm0gFKI-up4AaABAg,YouTube,top_level_comment,UgxiwrthfVm0gFKI-up4AaABAg,UgxiwrthfVm0gFKI-up4AaABAg,L-iPwc5b3oI,Malaysia rolls out the welcome mat for first tourists of 2026,The Star,https://www.youtube.com/watch?v=L-iPwc5b3oI,2026-01-01T05:54:35Z,tourism_lifestyle_events,GTFO tourist you are NOT welcome 😒 🙃,0aef94ad2909f6a9981e,2026-01-04T04:14:38Z,2026-01-04T04:14:38Z,0,0,True,True,none,,2026-06-17T15:11:45.906222+00:00,raw,,GTFO tourist you are NOT welcome 😒 🙃,gtfo tourist you are not welcome,6,36,2,False,True,0,0,0,EN,en,0,3,,False,False,accepted,negative,0.9738649725914,0.0151288080960512,0.0110063171014189,0.9738649725914,0.9587361644953488,high,low,,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,773,2026-06-18 19:37:14,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,472,GTFO tourist you are NOT welcome 😒 🙃,GTFO tourist you are NOT welcome 😒 🙃,kept_original_english,none,negative,keep,current label is acceptable or ambiguous
YT_Ugw8yoV5TbIVc7-lS7t4AaABAg,YouTube,top_level_comment,Ugw8yoV5TbIVc7-lS7t4AaABAg,Ugw8yoV5TbIVc7-lS7t4AaABAg,lWY3O9pFexo,KOS SARA HIDUP | PM Umum Butiran Penghargaan Untuk Rakyat Esok (BU),Buletin TV3,https://www.youtube.com/watch?v=lWY3O9pFexo,2025-07-22T12:11:44Z,cost_of_living_public_policy,Harap veteran tidak berpencen pun dapat manafaat,a57ec29177e473608d4b,2025-07-22T14:01:57Z,2025-07-22T14:01:57Z,0,0,True,True,none,,2026-06-17T15:11:38.667112+00:00,raw,,Harap veteran tidak berpencen pun dapat manafaat,harap veteran tidak berpencen pun dapat manafaat,7,48,0,False,True,0,0,0,BM,id,2,0,,False,False,accepted,positive,0.2468592524528503,0.2323248982429504,0.5208158493041992,0.5208158493041992,0.2739565968513489,low,high,low_confidence,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,187,2026-06-18 16:00:42,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,749,Harap veteran tidak berpencen pun dapat manafaat,Hope non-pension veterans can also benefit,translated,google_translate_auto_to_en,positive,keep,current label is acceptable or ambiguous
YT_UgyQHZiGef6Y3AD6-EJ4AaABAg,YouTube,top_level_comment,UgyQHZiGef6Y3AD6-EJ4AaABAg,UgyQHZiGef6Y3AD6-EJ4AaABAg,Wk-HcKtIaGY,Are We About to See a Chinese Tourist Boom in Malaysia?,Ziet Invests,https://www.youtube.com/watch?v=Wk-HcKtIaGY,2026-02-12T11:00:42Z,tourism_lifestyle_events,not if the ringgit keeps strengthening.,d87e8af62c6f1aa67069,2026-02-14T10:36:25Z,2026-02-14T10:36:25Z,1,0,True,True,none,,2026-06-17T15:11:46.187804+00:00,raw,,not if the ringgit keeps strengthening.,not if the ringgit keeps strengthening,6,39,0,False,True,0,0,0,EN,en,0,2,,False,False,accepted,neutral,0.2026137560606002,0.5410144329071045,0.2563717365264892,0.5410144329071045,0.2846426963806152,low,high,low_confidence | neutral_prediction,positive,reviewed,,positive,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,231,2026-06-18 16:52:26,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,105,not if the ringgit keeps strengthening.,not if the ringgit keeps strengthening.,kept_original_english,none,negative,relabel,negative cues outweigh positive label after translation
YT_UgyWfyp8LV4HDgm5sjB4AaABAg,YouTube,top_level_comment,UgyWfyp8LV4HDgm5sjB4AaABAg,UgyWfyp8LV4HDgm5sjB4AaABAg,Yu37CmWLvK0,SATU MALAYSIA KENA SCAM MAKANAN DI BAZAR RAMADAN‼️ LELAKI SOUND PENIAGA BAZAAR,NuR MuHD,https://www.youtube.com/watch?v=Yu37CmWLvK0,2026-02-22T17:36:49Z,festivals_national_events,Tiap tahun pun ada masalah ini. Aduh! Masak Maggi pun lebih sedap dan fresh.,bd6f483afe4185db42ef,2026-02-28T01:04:24Z,2026-02-28T01:04:24Z,0,0,True,True,none,,2026-06-17T15:11:44.743137+00:00,raw,,Tiap tahun pun ada masalah ini. Aduh! Masak Maggi pun lebih sedap dan fresh.,tiap tahun pun ada masalah ini aduh masak maggi pun lebih sedap dan fresh,14,76,0,False,True,0,0,0,BM,id,5,0,,False,False,accepted,positive,0.3028662502765655,0.1412927955389022,0.5558410286903381,0.5558410286903381,0.2529747784137726,low,high,low_confidence,negative,reviewed,,negative,cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual,automatic_prelabel,positive | neutral | negative | uncertain,True,268,2026-06-18 17:06:01,human_manual_review,,,,,True,final_youtube_sentiment_825_balanced,2026-06-18 20:43:24,181,Tiap tahun pun ada masalah ini. Aduh! Masak Maggi pun lebih sedap dan fresh.,Every year there is this problem. Ouch! Cooking Maggi is tastier and fresher.,translated,google_translate_auto_to_en,negative,keep,current label is acceptable or ambiguous
