record_id,platform,content_type,comment_id,thread_id,video_id,video_title,channel_title,video_url,video_published_at,theme,raw_text,author_hash,comment_published_at,comment_updated_at,like_count,reply_count,can_reply,is_public,viewer_rating,moderation_status,collected_at,collection_status,rejection_reason
YT_Ugw4ZHpTUyUkkadHLcx4AaABAg,YouTube,top_level_comment,Ugw4ZHpTUyUkkadHLcx4AaABAg,Ugw4ZHpTUyUkkadHLcx4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,❤,d3d573aeab614031b1e9,2026-01-25T13:24:54Z,2026-01-25T13:24:54Z,0,0,True,True,none,,2026-06-17T15:11:41.175650+00:00,raw,
YT_UgxTy0FJr5cXJkgPikR4AaABAg,YouTube,top_level_comment,UgxTy0FJr5cXJkgPikR4AaABAg,UgxTy0FJr5cXJkgPikR4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Mereka mahu rakyat kembali mengemis.Formula untuk terus berkuasa.,0d2d137df934b10215cd,2026-01-24T20:32:19Z,2026-01-24T20:32:19Z,0,0,True,True,none,,2026-06-17T15:11:41.175663+00:00,raw,
YT_UgwQXlHhjNIUUipxeh54AaABAg,YouTube,top_level_comment,UgwQXlHhjNIUUipxeh54AaABAg,UgwQXlHhjNIUUipxeh54AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Alhamdulillah🤲 Lepaslah Sikit Sosak...TK ""KP""🙏🤲🤝",f0ea7edc2689c037cfbf,2026-01-20T20:39:34Z,2026-01-20T20:39:34Z,0,0,True,True,none,,2026-06-17T15:11:41.175676+00:00,raw,
YT_UgzKuyxkl72qxk0O_kt4AaABAg,YouTube,top_level_comment,UgzKuyxkl72qxk0O_kt4AaABAg,UgzKuyxkl72qxk0O_kt4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Perdana menteri paling bangang dalam sejarah Malaysia. Orang bujang nak str lah woi,721d919c860a657402b0,2026-01-19T11:43:46Z,2026-01-19T11:43:46Z,0,0,True,True,none,,2026-06-17T15:11:41.175690+00:00,raw,
YT_UgzEqPI4UFokyUVLa894AaABAg,YouTube,top_level_comment,UgzEqPI4UFokyUVLa894AaABAg,UgzEqPI4UFokyUVLa894AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Masuk ic nk boleh beli barang kedai ja buat apa...kita nk guna beli barang laen..klau barang rumah ic bapak aq pon boleh dah bingai btui,c53587cbd68a5265c841,2026-01-14T13:24:58Z,2026-01-14T13:24:58Z,1,0,True,True,none,,2026-06-17T15:11:41.175706+00:00,raw,
YT_UgwmCPxZVhNRkN6dizd4AaABAg,YouTube,top_level_comment,UgwmCPxZVhNRkN6dizd4AaABAg,UgwmCPxZVhNRkN6dizd4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Mana ada naik kurang Dr dulu,666c95485e0465d177cb,2026-01-11T03:02:43Z,2026-01-11T03:02:43Z,0,0,True,True,none,,2026-06-17T15:11:41.175717+00:00,raw,
YT_UgysXDOOQw35NgN7TdZ4AaABAg,YouTube,top_level_comment,UgysXDOOQw35NgN7TdZ4AaABAg,UgysXDOOQw35NgN7TdZ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Rakyat berharap yuran persekolahan juga dikurangkan tidak melebihi dari rm100,pibg dimansuhkan...kesian gan ibubapa yg menangung ramai anak bersokolah",69e6d7d90f2ea8e64bb1,2026-01-09T03:33:14Z,2026-01-09T03:33:14Z,0,0,True,True,none,,2026-06-17T15:11:41.175732+00:00,raw,
YT_UgyZT399vCgcKSqxJk94AaABAg,YouTube,top_level_comment,UgyZT399vCgcKSqxJk94AaABAg,UgyZT399vCgcKSqxJk94AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Org bujang bayar cukai juga,tu duit cukai rakyat juga,str takda.",c6f978eecc78b6067dc8,2026-01-08T13:43:48Z,2026-01-08T13:43:48Z,1,0,True,True,none,,2026-06-17T15:11:41.175745+00:00,raw,
YT_Ugw9qpg5W49XTzwrHcd4AaABAg,YouTube,top_level_comment,Ugw9qpg5W49XTzwrHcd4AaABAg,Ugw9qpg5W49XTzwrHcd4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Taik punya pmx baik kekalkan str tu,ce669294adb8f58aa48a,2026-01-02T04:24:19Z,2026-01-02T04:24:19Z,0,0,True,True,none,,2026-06-17T15:11:41.175756+00:00,raw,
YT_UgyDOq0gXANVH_s6AA94AaABAg,YouTube,top_level_comment,UgyDOq0gXANVH_s6AA94AaABAg,UgyDOq0gXANVH_s6AA94AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,str lagi bagus dari sara kerana rakyat boleh buat pilihan sendiri apa yg sebaik baiknya. tunggu kau pru nanti nuar..,d6154e14e233e9d186a6,2025-12-30T07:39:59Z,2025-12-30T07:39:59Z,0,0,True,True,none,,2026-06-17T15:11:41.175771+00:00,raw,
YT_UgzUDikWtqASkGv5r2Z4AaABAg,YouTube,top_level_comment,UgzUDikWtqASkGv5r2Z4AaABAg,UgzUDikWtqASkGv5r2Z4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Warga mas bujang lebih perlu kan duit berbanding barang,mereka makan dikedai,bukan masak,sorang nak makan nak masak apa, top up lah dalam eWallet atau bank",929a60b7a4387fba38e4,2025-12-27T03:34:45Z,2025-12-27T03:34:45Z,1,0,True,True,none,,2026-06-17T15:11:41.175785+00:00,raw,
YT_UgzpPSKE_mXEuxPIWfJ4AaABAg,YouTube,top_level_comment,UgzpPSKE_mXEuxPIWfJ4AaABAg,UgzpPSKE_mXEuxPIWfJ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Pimai pimai tang tu juga..potong str 300..tambah 50 tuk sara...250 baki masuk poket madanon..,6ad2a2e093dde51b8da8,2025-12-21T11:50:08Z,2025-12-21T11:50:08Z,0,0,True,True,none,,2026-06-17T15:11:41.175798+00:00,raw,
YT_Ugxx81KErWlOU970JIp4AaABAg,YouTube,top_level_comment,Ugxx81KErWlOU970JIp4AaABAg,Ugxx81KErWlOU970JIp4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Sara untuk senangkan atau majukan pasaraya tertentu, berapa per% sangatlah pemilik pasaraya dimiliki oleh bumiputra@ melayu..😢",02dd283d41dc8b950aeb,2025-12-19T15:21:10Z,2025-12-19T15:21:10Z,0,0,True,True,none,,2026-06-17T15:11:41.175814+00:00,raw,
YT_Ugw0nJgxq_l8v_jDZWV4AaABAg,YouTube,top_level_comment,Ugw0nJgxq_l8v_jDZWV4AaABAg,Ugw0nJgxq_l8v_jDZWV4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Kerajaan bodoh,96e99b97aac44f0f06e6,2025-12-18T06:39:11Z,2025-12-18T06:39:11Z,0,0,True,True,none,,2026-06-17T15:11:41.175824+00:00,raw,
YT_UgzBX-JbgpJFmLLN4Vp4AaABAg,YouTube,top_level_comment,UgzBX-JbgpJFmLLN4Vp4AaABAg,UgzBX-JbgpJFmLLN4Vp4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Lulus Kan kwsp enon satu,12a88193d43d69f75cfa,2025-12-10T06:27:53Z,2025-12-10T06:27:53Z,0,0,True,True,none,,2026-06-17T15:11:41.175836+00:00,raw,
YT_Ugwe5_dYvE8IUh01Vzx4AaABAg,YouTube,top_level_comment,Ugwe5_dYvE8IUh01Vzx4AaABAg,Ugwe5_dYvE8IUh01Vzx4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Str tak ada buat bujang!!!siap2 lah gulung tikar,5962c76128a7c40d9d2e,2025-11-29T03:08:01Z,2025-11-29T03:08:01Z,0,0,True,True,none,,2026-06-17T15:11:41.175848+00:00,raw,
YT_UgxtXYh769oOPTJNgcF4AaABAg,YouTube,top_level_comment,UgxtXYh769oOPTJNgcF4AaABAg,UgxtXYh769oOPTJNgcF4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Takde masalah nk tukar str bujang ke sara. Tapi jenis barang tu bebas la.,9911b334b1a888ac4d9b,2025-11-27T08:45:13Z,2025-11-27T08:45:13Z,0,0,True,True,none,,2026-06-17T15:11:41.175861+00:00,raw,
YT_UgzG-nlAUhLYOiOliLN4AaABAg,YouTube,top_level_comment,UgzG-nlAUhLYOiOliLN4AaABAg,UgzG-nlAUhLYOiOliLN4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,A disappointing factor to find that the STR 2026 has been slashed to accommodate SARA 2026.,e1c32323654f4b88d54d,2025-11-25T19:22:16Z,2025-11-25T19:22:16Z,1,0,True,True,none,,2026-06-17T15:11:41.175874+00:00,raw,
YT_UgyDjPpnbQD_OkBYDkZ4AaABAg,YouTube,top_level_comment,UgyDjPpnbQD_OkBYDkZ4AaABAg,UgyDjPpnbQD_OkBYDkZ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Laa bantuan ne nak bantu semua rakyat bujang makan je ke dah la bayaran rm50 sebulan😂😂😂kalo dulu ringan sikit boleh kumpul bantuan cash tu buat modal berkebun kecil2an, beli tool tuk buat keja penghasilan, dan mcm2 lagi la tuk dijadikan modalnya,ada juga member sampai sekarang ne sejak dpt bantuan brim dari zaman najib buat tambah modal tuk niaga buger je masih niaga,sesuai sangat la tuk yang bujang niaga makanan ne...tapi kerajaan sekarang ne mcm tak nampak keperluan rakyat kebanyakkan yang sebenarnya...nampak gayanya kena sambut la warga bujang tuk makan tido je seperti masej yang kerajaan sampaikan tu😂😂😂...maaf la kalo tersilap ye...bagi yang tak setuju tu uba komen sikit kat bawah😂😂😂",0f8faa394fe1965c9ff9,2025-11-23T23:49:00Z,2025-11-23T23:49:00Z,0,0,True,True,none,,2026-06-17T15:11:41.175915+00:00,raw,
YT_Ugxk0ulZDQDEGMvlJKR4AaABAg,YouTube,top_level_comment,Ugxk0ulZDQDEGMvlJKR4AaABAg,Ugxk0ulZDQDEGMvlJKR4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Bile lh agak nya KO pun nk di turun kn...semak lhh mcm ni😢,1d503f7ba65e177aa25e,2025-11-23T03:44:41Z,2025-11-23T03:44:41Z,0,0,True,True,none,,2026-06-17T15:11:41.175929+00:00,raw,
YT_UgxjvYqQzqxwzhBzpbF4AaABAg,YouTube,top_level_comment,UgxjvYqQzqxwzhBzpbF4AaABAg,UgxjvYqQzqxwzhBzpbF4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Penjaja ikan, udang, sotong, sayur, buah, bawang, semua guna wang tunai. Boleh guna IC? Semua itu termasuk barangan keperluan asaslah. Kenapa suka umum begitu? Tidak masuk wang ke akaun BSN saya lagilah?",e093c05bb2c94eb76b96,2025-11-19T08:55:05Z,2025-11-19T08:55:05Z,0,0,True,True,none,,2026-06-17T15:11:41.175946+00:00,raw,
YT_Ugy6c36i5wCO1CTe7eh4AaABAg,YouTube,top_level_comment,Ugy6c36i5wCO1CTe7eh4AaABAg,Ugy6c36i5wCO1CTe7eh4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Assalam. Keperluan asas sebenar ialah ikan, ayam, beras, sayur, buahan, gula, serbuk teh dan kopi. Sayur, buahan, ikan segar, ayam segar tidak ada pun termasuk dalam barang-barang MyKasih SARA. Lari dari barangan keperluan asas sebenar. Saya bukan banyak makan telur ayam..😊",e093c05bb2c94eb76b96,2025-11-19T08:51:34Z,2025-11-19T08:51:34Z,0,0,True,True,none,,2026-06-17T15:11:41.175967+00:00,raw,
YT_UgyN5h17gL3gvlggjAl4AaABAg,YouTube,top_level_comment,UgyN5h17gL3gvlggjAl4AaABAg,UgyN5h17gL3gvlggjAl4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Keperluan asas sebenar di pasar dekat BSN. Bukan di Pasaraya. Di pasar guna IC ke?,e093c05bb2c94eb76b96,2025-11-19T08:48:59Z,2025-11-19T08:53:00Z,0,0,True,True,none,,2026-06-17T15:11:41.175980+00:00,raw,
YT_UgzKa8-VsyJKC9nkD9t4AaABAg,YouTube,top_level_comment,UgzKa8-VsyJKC9nkD9t4AaABAg,UgzKa8-VsyJKC9nkD9t4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Kurangkan gaji menteri menteri. Bukan hapuskan STR bujang.. Tak adil..😮😮,aecf91305719b4b5264e,2025-11-08T18:12:03Z,2025-11-08T18:12:03Z,0,0,True,True,none,,2026-06-17T15:11:41.175993+00:00,raw,
YT_UgyevAymrKfniKfpkMd4AaABAg,YouTube,top_level_comment,UgyevAymrKfniKfpkMd4AaABAg,UgyevAymrKfniKfpkMd4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Turunkn la pm x ni,a7acd1be4be6541c6fd5,2025-11-05T01:19:04Z,2025-11-05T01:19:04Z,0,0,True,True,none,,2026-06-17T15:11:41.176004+00:00,raw,
YT_UgzWGxil3geHPFbz2qJ4AaABAg,YouTube,top_level_comment,UgzWGxil3geHPFbz2qJ4AaABAg,UgzWGxil3geHPFbz2qJ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"ini membuatkan aku semakin tak sabar nak tunggu malaysia tukar perdana menteri, apa jenis punya cerdik la bantuan bujang pun kau buat jadi bantuan sara beli barang dapur😂, dah elok² sebelum ni boleh bawak keluar cash dapat jugak isi petrol n tukar minyak hitam moto boleh beli topup, dengan keadaan rakyat semakin susah ingatkan 2026 nak bagi tambahan rupanya habis semua dia kurangkan adoii teruk la madani nii..",6ba9febcc3e7a41d934d,2025-11-03T17:59:57Z,2025-11-03T18:06:57Z,2,0,True,True,none,,2026-06-17T15:11:41.176030+00:00,raw,
YT_UgxuyvouqL7trBVc53Z4AaABAg,YouTube,top_level_comment,UgxuyvouqL7trBVc53Z4AaABAg,UgxuyvouqL7trBVc53Z4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,sepatut nya di tambah baikkan.dan bukan nya di kurangkan.satu tindakan kurang bijak..PM anwar,bde8bd19206bd8f77ae6,2025-10-30T11:26:58Z,2025-10-30T11:26:58Z,0,0,True,True,none,,2026-06-17T15:11:41.176043+00:00,raw,
YT_UgxkEgqAVhdreJcRwJh4AaABAg,YouTube,top_level_comment,UgxkEgqAVhdreJcRwJh4AaABAg,UgxkEgqAVhdreJcRwJh4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Say NO kepada kerajaan lagi. Baik undi najib lepas ni. Najib banyak bantuan dia berikan dan tidak pernah menurunkan duit bantuan.,c599bfc29b8d1b58c40f,2025-10-27T19:26:18Z,2025-10-27T19:26:18Z,0,0,True,True,none,,2026-06-17T15:11:41.176058+00:00,raw,
YT_Ugz3M-XSTMi7y_oRIkJ4AaABAg,YouTube,top_level_comment,Ugz3M-XSTMi7y_oRIkJ4AaABAg,Ugz3M-XSTMi7y_oRIkJ4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,Kacau str tunai bujang maka pm jgk akn d tumbangkan...tunggu la lpas pru nti...sara d naikkan pun tpi terhad pembeliannya,c0c5d50f69dfe4916495,2025-10-27T08:06:40Z,2025-10-27T08:06:40Z,1,0,True,True,none,,2026-06-17T15:11:41.176072+00:00,raw,
YT_Ugy6ZDhpvb9beL3kUoN4AaABAg,YouTube,top_level_comment,Ugy6ZDhpvb9beL3kUoN4AaABAg,Ugy6ZDhpvb9beL3kUoN4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,"Sepatut nye kurang kan menteri2 yg bangang,tambahkan menteri2 yg pandai jaga rakyat.tu baru btl...",0b0f99348608b5b1bb8a,2025-10-22T09:45:20Z,2025-10-22T09:45:20Z,0,0,True,True,none,,2026-06-17T15:11:41.176086+00:00,raw,
YT_Ugzu0Znpda0UahS_pot4AaABAg,YouTube,top_level_comment,Ugzu0Znpda0UahS_pot4AaABAg,Ugzu0Znpda0UahS_pot4AaABAg,0zi0v_kJ7BE,"Belanjawan 2026: Bantuan tunai STR dikurang RM300, Sara naik",KiniTV,https://www.youtube.com/watch?v=0zi0v_kJ7BE,2025-10-13T05:24:51Z,cost_of_living_public_policy,SARA tu boleh beli barang basah ke bangang tak boleh kan lagi nak naik turun kan isi rumah,d4cba072098d2c4ed060,2025-10-22T08:11:23Z,2025-10-22T08:11:23Z,0,0,True,True,none,,2026-06-17T15:11:41.176099+00:00,raw,
